EmployeeId,Date,Reason
E-00141,2007-01-17,Article 188
E-00141,2007-02-16,Sickness
E-00141,2007-03-07,Unpaid
E-00141,2007-04-11,Other Special
E-00141,2007-05-10,SEGRO Paid Paternity
E-00141,2007-08-28,Study
E-00141,2007-10-04,Compassionate
E-00141,2007-12-13,Study
E-00141,2007-12-14,Emergency
E-00141,2008-01-10,Kit Day
E-00141,2008-02-15,Emergency
E-00141,2008-03-06,Article 188
E-00141,2008-05-19,Childcare
E-00141,2008-06-05,Study
E-00141,2008-06-27,SEGRO Paid Parental
E-00141,2008-07-03,SEGRO Paid Parental
E-00141,2008-08-01,Flexible Personal Leave
E-00141,2008-08-19,Loyalty
E-00141,2008-10-06,Childcare
E-00141,2008-10-23,SEGRO Paid Paternity
E-00141,2009-02-03,Sickness
E-00141,2009-02-13,Dependants
E-00141,2009-03-02,Paternity
E-00141,2009-03-05,Emergency
E-00141,2009-03-09,Emergency
E-00141,2009-03-16,Emergency
E-00141,2009-05-06,Fertility Support
E-00141,2009-05-21,Childcare
E-00141,2009-06-19,SEGRO Paid Paternity
E-00141,2009-08-13,Compassionate
E-00141,2009-10-01,Other Special
E-00141,2009-11-04,Sickness
E-00141,2009-12-08,Loyalty
E-00141,2010-01-04,Compassionate
E-00141,2010-01-05,Fertility Support
E-00141,2010-02-16,Compassionate
E-00141,2010-04-26,Sickness
E-00141,2010-05-14,Maternity
E-00141,2010-05-19,Compassionate
E-00141,2010-06-28,Article 188
E-00141,2010-07-02,Unpaid
E-00141,2010-08-04,Other Special
E-00141,2010-11-05,Dependants
E-00141,2010-11-17,Parental
E-00141,2010-12-15,Sickness
E-00141,2011-03-28,Moving Day
E-00141,2011-05-10,Kit Day
E-00141,2011-05-12,Sickness
E-00141,2011-06-20,Kit Day
E-00141,2011-06-22,Fertility Support
E-00141,2011-07-08,Compassionate
E-00141,2011-10-03,Emergency
E-00141,2011-10-04,Flexible Personal Leave
E-00141,2011-11-04,Flexible Personal Leave
E-00141,2011-12-02,Other Special
E-00141,2011-12-05,Fertility Support
E-00141,2012-01-06,Other Special
E-00141,2012-01-27,Fertility Support
E-00141,2012-02-16,Moving Day
E-00141,2012-04-24,Compassionate
E-00141,2012-06-19,Parental
E-00141,2012-08-22,Moving Day
E-00141,2012-11-08,Paternity
E-00141,2012-12-13,Loyalty
E-00141,2013-02-20,Loyalty
E-00141,2013-03-05,Dependants
E-00141,2013-03-26,Parental
E-00141,2013-06-21,Maternity
E-00141,2013-06-28,Maternity
E-00141,2013-07-04,Other Special
E-00141,2013-07-25,Paternity
E-00141,2013-10-09,Kit Day
E-00141,2013-11-18,Compassionate
E-00141,2014-01-02,Maternity
E-00141,2014-02-07,SEGRO Paid Paternity
E-00141,2014-03-10,Sickness
E-00141,2014-04-02,Dependants
E-00141,2014-04-14,Emergency
E-00141,2014-05-07,Moving Day
E-00141,2014-08-14,Kit Day
E-00141,2014-08-15,Study
E-00141,2014-10-01,Study
E-00141,2014-10-27,Flexible Personal Leave
E-00141,2014-11-07,Paternity
E-00141,2014-11-10,Study
E-00141,2014-12-19,Ex-Festività
E-00141,2015-02-20,Article 188
E-00141,2015-03-12,Unpaid
E-00141,2015-04-08,Article 188
E-00141,2015-07-15,SEGRO Paid Paternity
E-00141,2015-07-31,Article 188
E-00141,2015-08-17,Sickness
E-00141,2015-10-23,Parental
E-00141,2015-11-05,Time off in Lieu
E-00141,2015-11-09,Moving Day
E-00141,2015-12-11,Emergency
E-00141,2016-01-06,Article 188
E-00141,2016-01-15,Time off in Lieu
E-00141,2016-03-16,Article 188
E-00141,2016-05-04,Emergency
E-00141,2016-05-17,SEGRO Paid Parental
E-00141,2016-05-18,Loyalty
E-00141,2016-06-06,Compassionate
E-00141,2016-07-08,Dependants
E-00141,2016-07-20,Parental
E-00141,2016-08-24,Flexible Personal Leave
E-00141,2016-09-01,Emergency
E-00141,2016-09-15,Compassionate
E-00141,2016-10-05,Emergency
E-00141,2017-03-28,Parental
E-00142,2016-02-05,Loyalty
E-00142,2016-02-23,Moving Day
E-00142,2016-05-17,Loyalty
E-00142,2016-05-25,Emergency
E-00142,2016-05-27,Emergency
E-00142,2016-06-07,Time off in Lieu
E-00142,2016-06-14,Emergency
E-00142,2016-08-12,Study
E-00142,2016-08-16,Emergency
E-00142,2016-08-17,Maternity
E-00142,2016-08-22,Time off in Lieu
E-00142,2016-09-07,SEGRO Paid Paternity
E-00142,2016-09-08,Maternity
E-00142,2016-10-12,SEGRO Paid Paternity
E-00142,2016-12-06,Emergency
E-00142,2016-12-23,SEGRO Paid Parental
E-00142,2016-12-29,SEGRO Paid Paternity
E-00142,2017-01-24,Other Special
E-00142,2017-01-31,Parental
E-00142,2017-02-15,Flexible Personal Leave
E-00142,2017-04-14,Study
E-00142,2017-04-20,Fertility Support
E-00142,2017-05-08,Article 188
E-00142,2017-05-11,Paternity
E-00142,2017-05-19,Parental
E-00142,2017-05-23,Parental
E-00142,2017-06-23,Compassionate
E-00142,2017-07-24,SEGRO Paid Paternity
E-00142,2017-10-27,Maternity
E-00142,2017-11-24,Paternity
E-00142,2017-12-07,Parental
E-00142,2018-01-23,SEGRO Paid Paternity
E-00142,2018-02-28,Other Special
E-00142,2018-03-13,Sickness
E-00142,2018-04-02,Moving Day
E-00142,2018-04-05,Other Special
E-00142,2018-06-06,Sickness
E-00142,2018-07-20,Childcare
E-00142,2018-08-01,Flexible Personal Leave
E-00142,2018-08-09,Fertility Support
E-00142,2018-08-28,Time off in Lieu
E-00142,2018-09-05,Flexible Personal Leave
E-00142,2018-09-12,Maternity
E-00142,2018-09-21,Study
E-00143,2022-08-18,Time off in Lieu
E-00143,2022-09-20,Unpaid
E-00143,2022-11-01,Compassionate
E-00143,2022-12-22,Flexible Personal Leave
E-00143,2023-01-02,Emergency
E-00143,2023-01-13,Sickness
E-00143,2023-03-16,Compassionate
E-00143,2023-05-10,Article 188
E-00143,2023-08-15,SEGRO Paid Parental
E-00143,2023-11-07,SEGRO Paid Parental
E-00143,2023-11-24,Compassionate
E-00143,2024-01-26,Flexible Personal Leave
E-00143,2024-03-04,Time off in Lieu
E-00143,2024-03-27,Compassionate
E-00143,2024-04-26,Time off in Lieu
E-00143,2024-05-08,Sickness
E-00143,2024-09-04,Loyalty
E-00143,2025-01-23,Parental
E-00143,2025-04-02,Ex-Festività
E-00143,2025-04-15,Emergency
E-00143,2025-05-15,Paternity
E-00143,2025-05-29,Kit Day
E-00144,2010-06-15,Other Special
E-00144,2011-03-02,Article 188
E-00144,2011-09-02,Sickness
E-00144,2016-02-24,Emergency
E-00144,2018-04-27,Flexible Personal Leave
E-00144,2019-12-27,SEGRO Paid Paternity
E-00144,2020-10-15,Loyalty
E-00145,2019-07-05,Article 188
E-00145,2019-09-04,Loyalty
E-00145,2019-11-08,Moving Day
E-00145,2019-12-19,Other Special
E-00145,2019-12-20,Other Special
E-00145,2019-12-26,Article 188
E-00145,2020-01-28,Fertility Support
E-00145,2020-04-06,Study
E-00145,2020-06-02,Parental
E-00145,2020-07-17,Unpaid
E-00145,2020-08-04,Fertility Support
E-00145,2020-11-19,SEGRO Paid Paternity
E-00145,2020-12-04,Kit Day
E-00145,2021-01-04,Article 188
E-00145,2021-03-26,Unpaid
E-00145,2021-05-24,SEGRO Paid Paternity
E-00145,2021-05-26,Moving Day
E-00145,2021-06-16,Compassionate
E-00145,2021-08-05,Emergency
E-00145,2021-11-29,Paternity
E-00145,2022-03-07,Article 188
E-00145,2022-03-21,SEGRO Paid Paternity
E-00145,2022-03-24,SEGRO Paid Parental
E-00145,2022-08-04,Emergency
E-00145,2022-08-18,Paternity
E-00145,2022-08-25,Paternity
E-00145,2022-09-23,Loyalty
E-00145,2023-01-16,Ex-Festività
E-00145,2023-01-19,Kit Day
E-00145,2023-01-20,Time off in Lieu
E-00145,2023-04-05,SEGRO Paid Parental
E-00145,2023-06-30,SEGRO Paid Paternity
E-00145,2023-07-25,Article 188
E-00145,2023-09-12,Paternity
E-00145,2023-09-18,Dependants
E-00145,2023-09-25,Flexible Personal Leave
E-00145,2023-11-27,Emergency
E-00145,2024-02-02,Kit Day
E-00145,2024-02-12,Childcare
E-00145,2024-02-21,Study
E-00145,2024-02-22,Kit Day
E-00145,2024-05-31,Emergency
E-00145,2024-06-12,Parental
E-00145,2024-06-17,Other Special
E-00145,2024-07-31,Loyalty
E-00145,2024-11-11,SEGRO Paid Parental
E-00146,2015-08-10,Article 188
E-00146,2015-08-25,Fertility Support
E-00146,2015-08-26,Emergency
E-00146,2015-09-18,Compassionate
E-00146,2015-09-22,SEGRO Paid Paternity
E-00146,2015-09-25,SEGRO Paid Parental
E-00146,2015-10-01,Article 188
E-00146,2015-10-02,Unpaid
E-00146,2015-10-13,Unpaid
E-00146,2015-10-19,SEGRO Paid Paternity
E-00146,2015-10-29,Compassionate
E-00146,2015-11-05,Loyalty
E-00146,2015-11-23,Unpaid
E-00146,2015-11-26,Paternity
E-00146,2015-11-27,Compassionate
E-00146,2015-12-04,Article 188
E-00146,2015-12-07,Childcare
E-00146,2015-12-14,Unpaid
E-00146,2015-12-16,Article 188
E-00146,2015-12-21,Fertility Support
E-00146,2015-12-29,Article 188
E-00146,2016-01-08,Other Special
E-00146,2016-01-18,Compassionate
E-00146,2016-01-22,Compassionate
E-00146,2016-03-02,Dependants
E-00146,2016-03-08,Ex-Festività
E-00146,2016-04-06,Paternity
E-00146,2016-04-11,SEGRO Paid Parental
E-00146,2016-04-26,Loyalty
E-00146,2016-05-10,Compassionate
E-00146,2016-05-24,Parental
E-00146,2016-08-09,Parental
E-00146,2016-08-22,Parental
E-00146,2016-08-24,Compassionate
E-00146,2016-09-01,Moving Day
E-00146,2016-09-02,Fertility Support
E-00146,2016-09-05,Article 188
E-00146,2016-09-23,Emergency
E-00146,2016-10-20,Compassionate
E-00146,2016-11-14,Article 188
E-00146,2016-11-15,Fertility Support
E-00146,2016-12-12,Fertility Support
E-00146,2016-12-15,Flexible Personal Leave
E-00146,2016-12-19,SEGRO Paid Parental
E-00146,2017-01-23,Compassionate
E-00146,2017-01-24,Time off in Lieu
E-00146,2017-01-31,SEGRO Paid Parental
E-00146,2017-02-10,Article 188
E-00146,2017-02-20,Compassionate
E-00146,2017-03-23,Sickness
E-00146,2017-04-19,Kit Day
E-00146,2017-04-20,SEGRO Paid Paternity
E-00146,2017-04-27,Maternity
E-00146,2017-05-18,Fertility Support
E-00146,2017-05-22,Paternity
E-00146,2017-05-24,Compassionate
E-00146,2017-06-05,Flexible Personal Leave
E-00146,2017-07-04,Fertility Support
E-00146,2017-07-10,Emergency
E-00146,2017-07-20,Compassionate
E-00146,2017-08-09,SEGRO Paid Parental
E-00146,2017-08-18,SEGRO Paid Paternity
E-00146,2017-09-05,SEGRO Paid Paternity
E-00146,2017-09-11,Article 188
E-00146,2017-09-26,Time off in Lieu
E-00146,2017-10-04,Sickness
E-00146,2017-10-06,SEGRO Paid Parental
E-00146,2017-11-06,Study
E-00146,2017-11-14,Study
E-00146,2017-11-27,Loyalty
E-00146,2017-12-04,SEGRO Paid Paternity
E-00146,2018-01-01,Flexible Personal Leave
E-00146,2018-01-04,Maternity
E-00146,2018-01-08,Other Special
E-00146,2018-01-12,Emergency
E-00146,2018-02-19,Compassionate
E-00146,2018-03-05,SEGRO Paid Parental
E-00146,2018-03-06,Parental
E-00146,2018-03-16,Childcare
E-00146,2018-03-29,Unpaid
E-00146,2018-04-10,Article 188
E-00146,2018-04-16,Fertility Support
E-00146,2018-04-19,Sickness
E-00146,2018-05-16,Moving Day
E-00146,2018-05-28,Compassionate
E-00146,2018-06-01,Moving Day
E-00146,2018-06-05,Fertility Support
E-00146,2018-06-25,Paternity
E-00146,2018-07-05,SEGRO Paid Parental
E-00146,2018-08-01,Emergency
E-00146,2018-09-06,Loyalty
E-00146,2018-09-07,Paternity
E-00146,2018-09-18,Compassionate
E-00146,2018-09-24,Study
E-00146,2018-09-27,Loyalty
E-00146,2018-10-01,Article 188
E-00146,2018-10-22,Emergency
E-00146,2018-10-30,Loyalty
E-00146,2018-10-31,Compassionate
E-00146,2018-11-19,Compassionate
E-00146,2018-11-30,SEGRO Paid Parental
E-00146,2018-12-12,Flexible Personal Leave
E-00146,2018-12-24,Sickness
E-00146,2018-12-25,Kit Day
E-00146,2019-02-05,Ex-Festività
E-00146,2019-02-22,Emergency
E-00146,2019-02-26,Article 188
E-00146,2019-03-12,Loyalty
E-00146,2019-03-29,Article 188
E-00146,2019-04-18,Parental
E-00146,2019-04-24,Unpaid
E-00146,2019-04-26,Moving Day
E-00146,2019-05-02,Maternity
E-00146,2019-05-06,Article 188
E-00146,2019-05-15,Other Special
E-00146,2019-05-16,Flexible Personal Leave
E-00146,2019-06-04,SEGRO Paid Parental
E-00146,2019-07-18,Fertility Support
E-00146,2019-07-29,Flexible Personal Leave
E-00146,2019-07-30,Unpaid
E-00146,2019-08-07,Parental
E-00146,2019-08-14,Study
E-00146,2019-08-16,Other Special
E-00146,2019-08-20,SEGRO Paid Paternity
E-00146,2019-09-27,Emergency
E-00146,2019-10-29,Moving Day
E-00146,2019-12-26,Kit Day
E-00146,2019-12-30,Emergency
E-00146,2020-01-03,Study
E-00146,2020-02-12,Compassionate
E-00146,2020-02-25,Maternity
E-00146,2020-03-16,Other Special
E-00146,2020-04-01,Unpaid
E-00146,2020-04-13,Kit Day
E-00146,2020-04-20,Flexible Personal Leave
E-00146,2020-04-27,Emergency
E-00146,2020-05-07,Sickness
E-00146,2020-05-20,SEGRO Paid Parental
E-00146,2020-06-02,Dependants
E-00146,2020-06-05,Compassionate
E-00146,2020-06-11,Compassionate
E-00146,2020-09-10,Article 188
E-00146,2020-09-18,SEGRO Paid Paternity
E-00146,2020-10-16,Childcare
E-00146,2020-10-28,Parental
E-00146,2020-10-29,SEGRO Paid Parental
E-00146,2020-12-16,Unpaid
E-00146,2020-12-18,Unpaid
E-00146,2020-12-23,Maternity
E-00146,2021-01-05,Loyalty
E-00146,2021-01-27,SEGRO Paid Parental
E-00146,2021-02-05,Article 188
E-00146,2021-02-15,Other Special
E-00146,2021-02-18,Parental
E-00146,2021-02-25,Flexible Personal Leave
E-00146,2021-03-18,Compassionate
E-00146,2021-04-07,Maternity
E-00146,2021-05-19,Article 188
E-00146,2021-05-25,Emergency
E-00146,2021-05-27,Article 188
E-00146,2021-06-04,Emergency
E-00146,2021-06-16,Study
E-00146,2021-07-13,Sickness
E-00146,2021-07-19,Maternity
E-00146,2021-07-22,SEGRO Paid Paternity
E-00146,2021-08-26,Article 188
E-00146,2021-10-04,Compassionate
E-00146,2021-10-14,Moving Day
E-00146,2021-12-06,Emergency
E-00146,2021-12-08,Moving Day
E-00146,2021-12-13,Emergency
E-00146,2021-12-28,SEGRO Paid Paternity
E-00146,2022-01-13,Dependants
E-00146,2022-03-03,Sickness
E-00146,2022-03-08,Kit Day
E-00146,2022-03-15,SEGRO Paid Parental
E-00146,2022-04-14,Compassionate
E-00146,2022-04-18,Unpaid
E-00146,2022-04-22,Flexible Personal Leave
E-00146,2022-04-26,Sickness
E-00146,2022-06-02,Fertility Support
E-00146,2022-06-23,Flexible Personal Leave
E-00146,2022-07-04,Kit Day
E-00146,2022-07-05,Parental
E-00146,2022-09-09,Loyalty
E-00146,2022-09-12,Study
E-00146,2022-10-05,Time off in Lieu
E-00146,2022-10-24,Sickness
E-00146,2022-11-07,Other Special
E-00146,2022-11-08,SEGRO Paid Paternity
E-00146,2022-11-17,Study
E-00146,2022-11-28,Fertility Support
E-00146,2022-11-29,SEGRO Paid Parental
E-00146,2022-12-13,Study
E-00146,2022-12-14,Other Special
E-00146,2022-12-15,Kit Day
E-00146,2022-12-16,Fertility Support
E-00146,2023-01-03,Fertility Support
E-00146,2023-01-06,Fertility Support
E-00146,2023-01-10,Fertility Support
E-00146,2023-02-03,Loyalty
E-00146,2023-02-10,Maternity
E-00146,2023-02-15,Flexible Personal Leave
E-00146,2023-03-15,Compassionate
E-00146,2023-03-17,Emergency
E-00146,2023-03-21,Kit Day
E-00146,2023-03-31,Loyalty
E-00146,2023-04-07,Flexible Personal Leave
E-00146,2023-05-01,Sickness
E-00146,2023-05-23,Flexible Personal Leave
E-00146,2023-06-12,Sickness
E-00146,2023-06-14,SEGRO Paid Paternity
E-00146,2023-06-19,Fertility Support
E-00146,2023-07-11,Other Special
E-00146,2023-08-08,Emergency
E-00146,2023-08-11,Sickness
E-00146,2023-09-26,Study
E-00146,2023-11-09,Moving Day
E-00146,2023-11-23,Study
E-00146,2023-12-28,Flexible Personal Leave
E-00146,2024-01-09,Article 188
E-00146,2024-01-29,Maternity
E-00146,2024-02-13,Time off in Lieu
E-00146,2024-02-21,Article 188
E-00146,2024-03-01,Moving Day
E-00146,2024-03-13,Emergency
E-00146,2024-04-10,Other Special
E-00146,2024-04-24,Maternity
E-00146,2024-05-13,Emergency
E-00146,2024-06-25,Moving Day
E-00146,2024-07-17,Dependants
E-00146,2024-08-07,Ex-Festività
E-00146,2024-08-09,SEGRO Paid Parental
E-00146,2024-08-21,Unpaid
E-00146,2024-10-18,SEGRO Paid Parental
E-00146,2024-10-24,Article 188
E-00146,2024-10-31,Sickness
E-00146,2024-11-13,Sickness
E-00146,2024-12-05,Parental
E-00146,2024-12-17,Loyalty
E-00146,2024-12-27,Time off in Lieu
E-00146,2025-01-13,Fertility Support
E-00146,2025-01-31,SEGRO Paid Paternity
E-00146,2025-02-03,Parental
E-00146,2025-03-04,Article 188
E-00146,2025-03-10,Compassionate
E-00146,2025-03-12,Emergency
E-00146,2025-04-08,SEGRO Paid Paternity
E-00146,2025-04-30,Fertility Support
E-00146,2025-05-01,Other Special
E-00146,2025-05-14,Unpaid
E-00146,2025-05-20,Flexible Personal Leave
E-00147,1991-08-06,Unpaid
E-00147,1991-09-02,Kit Day
E-00147,1991-09-11,Maternity
E-00147,1991-09-30,Unpaid
E-00147,1991-11-05,Emergency
E-00147,1992-02-21,Parental
E-00147,1992-03-10,Maternity
E-00147,1992-03-20,Loyalty
E-00147,1992-07-10,SEGRO Paid Parental
E-00147,1992-09-15,Loyalty
E-00147,1992-12-03,Loyalty
E-00147,1993-02-11,Study
E-00147,1993-02-24,Moving Day
E-00147,1993-03-05,Time off in Lieu
E-00147,1994-02-07,Moving Day
E-00147,1994-03-01,Article 188
E-00147,1994-05-05,Study
E-00147,1994-10-28,Maternity
E-00147,1994-12-06,Fertility Support
E-00147,1995-07-05,Moving Day
E-00147,1995-10-19,Kit Day
E-00147,1996-01-23,Compassionate
E-00147,1996-05-02,SEGRO Paid Parental
E-00147,1996-06-18,Ex-Festività
E-00147,1996-10-02,Article 188
E-00147,1996-10-17,Compassionate
E-00147,1996-11-13,Dependants
E-00147,1996-12-09,Kit Day
E-00147,1996-12-20,Maternity
E-00147,1997-02-04,Kit Day
E-00147,1997-07-07,Time off in Lieu
E-00147,1997-09-25,Emergency
E-00147,1997-11-24,Paternity
E-00147,1998-04-10,Parental
E-00147,1998-08-05,Parental
E-00147,1998-09-09,Fertility Support
E-00147,1998-09-11,Emergency
E-00147,1998-10-01,Kit Day
E-00147,1998-11-16,Parental
E-00147,1999-03-18,Emergency
E-00147,1999-04-05,SEGRO Paid Paternity
E-00147,1999-05-03,Paternity
E-00147,1999-05-27,Time off in Lieu
E-00147,1999-08-31,Article 188
E-00147,1999-12-22,Fertility Support
E-00147,2000-02-14,Loyalty
E-00147,2000-02-17,SEGRO Paid Parental
E-00147,2000-06-20,Emergency
E-00147,2000-09-26,Flexible Personal Leave
E-00147,2000-12-06,Maternity
E-00147,2001-01-16,Ex-Festività
E-00147,2001-04-23,Other Special
E-00147,2001-05-21,Childcare
E-00147,2001-08-02,Emergency
E-00147,2001-11-29,Article 188
E-00147,2001-12-07,SEGRO Paid Parental
E-00147,2002-03-22,Flexible Personal Leave
E-00147,2002-04-18,SEGRO Paid Parental
E-00147,2002-04-29,Moving Day
E-00147,2002-06-14,Fertility Support
E-00147,2002-10-16,Kit Day
E-00147,2002-10-31,Loyalty
E-00147,2003-01-28,Maternity
E-00147,2003-06-25,Emergency
E-00147,2003-08-14,Sickness
E-00147,2003-12-10,SEGRO Paid Paternity
E-00147,2003-12-23,SEGRO Paid Paternity
E-00147,2004-01-14,Article 188
E-00147,2004-04-02,Study
E-00147,2004-05-10,Compassionate
E-00147,2004-06-02,Moving Day
E-00147,2004-12-01,Compassionate
E-00147,2004-12-07,Study
E-00147,2005-03-10,Dependants
E-00147,2005-03-31,SEGRO Paid Parental
E-00147,2005-05-25,Fertility Support
E-00147,2005-06-10,Time off in Lieu
E-00147,2005-06-22,Kit Day
E-00147,2005-07-15,Emergency
E-00147,2005-12-07,Flexible Personal Leave
E-00147,2006-01-13,Sickness
E-00147,2006-01-24,Emergency
E-00147,2006-04-26,Article 188
E-00147,2006-06-05,SEGRO Paid Parental
E-00147,2006-06-28,SEGRO Paid Parental
E-00147,2006-09-13,Loyalty
E-00147,2006-12-01,Emergency
E-00147,2007-02-02,Fertility Support
E-00147,2007-09-13,Article 188
E-00147,2007-09-27,Compassionate
E-00148,1994-12-05,SEGRO Paid Parental
E-00148,1994-12-14,Dependants
E-00148,1995-01-11,Compassionate
E-00148,1995-02-02,SEGRO Paid Paternity
E-00148,1995-02-08,Fertility Support
E-00148,1995-02-21,Emergency
E-00148,1995-02-28,Maternity
E-00148,1995-04-14,Parental
E-00148,1995-04-18,Article 188
E-00148,1995-07-03,Moving Day
E-00148,1995-07-10,Moving Day
E-00148,1995-08-01,Fertility Support
E-00148,1995-08-09,SEGRO Paid Parental
E-00148,1995-08-23,Maternity
E-00148,1995-08-25,Paternity
E-00148,1995-08-29,Sickness
E-00148,1995-10-20,Moving Day
E-00148,1995-11-09,Dependants
E-00148,1995-11-29,Compassionate
E-00148,1996-01-29,Emergency
E-00148,1996-02-21,Dependants
E-00148,1996-02-23,Moving Day
E-00148,1996-03-04,Loyalty
E-00148,1996-03-15,Article 188
E-00148,1996-04-03,Loyalty
E-00148,1996-04-05,Maternity
E-00148,1996-05-16,Emergency
E-00148,1996-05-23,Flexible Personal Leave
E-00148,1996-06-03,Compassionate
E-00148,1996-06-14,Loyalty
E-00148,1996-06-17,Study
E-00148,1996-06-25,Moving Day
E-00148,1996-07-09,Dependants
E-00148,1996-07-25,Fertility Support
E-00148,1996-09-02,Article 188
E-00148,1996-09-06,Sickness
E-00148,1996-09-17,Flexible Personal Leave
E-00148,1996-09-26,Fertility Support
E-00148,1996-10-14,Maternity
E-00148,1996-11-15,Moving Day
E-00148,1997-01-07,Article 188
E-00148,1997-01-14,Article 188
E-00148,1997-01-23,Emergency
E-00148,1997-02-05,Moving Day
E-00148,1997-02-21,Compassionate
E-00148,1997-04-18,Sickness
E-00148,1997-04-24,Dependants
E-00148,1997-06-06,Unpaid
E-00148,1997-06-10,Article 188
E-00148,1997-06-13,SEGRO Paid Paternity
E-00148,1997-07-02,Kit Day
E-00148,1997-09-05,Emergency
E-00148,1997-09-10,Emergency
E-00148,1997-10-28,Compassionate
E-00148,1997-12-05,Compassionate
E-00148,1997-12-16,Unpaid
E-00148,1998-01-07,SEGRO Paid Parental
E-00148,1998-01-13,Emergency
E-00148,1998-01-20,Study
E-00148,1998-03-19,SEGRO Paid Paternity
E-00148,1998-03-26,Loyalty
E-00148,1998-05-07,SEGRO Paid Parental
E-00148,1998-05-27,Childcare
E-00148,1998-06-12,Parental
E-00148,1998-06-22,Sickness
E-00148,1998-07-20,Sickness
E-00148,1998-09-18,Paternity
E-00148,1998-09-25,Fertility Support
E-00148,1998-09-29,Study
E-00148,1998-11-09,Dependants
E-00148,1998-11-10,Paternity
E-00148,1998-11-26,SEGRO Paid Paternity
E-00148,1998-12-02,SEGRO Paid Parental
E-00148,1999-01-12,Other Special
E-00148,1999-01-25,Loyalty
E-00148,1999-01-27,Emergency
E-00148,1999-02-15,Compassionate
E-00148,1999-02-16,Other Special
E-00148,1999-03-02,Emergency
E-00148,1999-04-07,Fertility Support
E-00148,1999-04-12,Compassionate
E-00148,1999-04-23,Article 188
E-00148,1999-04-27,Dependants
E-00148,1999-05-27,Flexible Personal Leave
E-00148,1999-06-30,Flexible Personal Leave
E-00148,1999-07-15,Paternity
E-00148,1999-08-09,Dependants
E-00148,1999-08-10,SEGRO Paid Parental
E-00148,1999-09-16,Moving Day
E-00148,1999-09-17,Flexible Personal Leave
E-00148,1999-09-30,Fertility Support
E-00148,1999-10-05,Loyalty
E-00148,1999-10-26,Kit Day
E-00148,1999-12-23,SEGRO Paid Parental
E-00148,2000-03-06,Paternity
E-00148,2000-03-08,Compassionate
E-00148,2000-03-30,SEGRO Paid Parental
E-00148,2000-04-10,SEGRO Paid Parental
E-00148,2000-05-01,Maternity
E-00148,2000-06-27,Loyalty
E-00148,2000-07-03,Maternity
E-00148,2000-07-11,Maternity
E-00148,2000-11-01,Moving Day
E-00148,2000-11-09,Childcare
E-00148,2000-12-15,Kit Day
E-00148,2000-12-19,Article 188
E-00148,2000-12-29,Fertility Support
E-00148,2001-01-19,Emergency
E-00148,2001-01-29,Time off in Lieu
E-00148,2001-02-21,Sickness
E-00148,2001-03-06,Other Special
E-00148,2001-03-15,Sickness
E-00148,2001-03-16,SEGRO Paid Paternity
E-00148,2001-03-27,Emergency
E-00148,2001-03-28,Flexible Personal Leave
E-00148,2001-03-30,Other Special
E-00148,2001-04-04,Sickness
E-00148,2001-04-27,Compassionate
E-00148,2001-05-08,Unpaid
E-00148,2001-05-14,Loyalty
E-00148,2001-07-13,Paternity
E-00148,2001-08-10,Emergency
E-00148,2001-08-17,Study
E-00148,2001-08-28,Compassionate
E-00148,2001-08-29,Kit Day
E-00148,2001-10-22,Loyalty
E-00148,2001-10-23,Emergency
E-00148,2001-11-13,Other Special
E-00148,2001-11-15,Moving Day
E-00148,2001-11-19,Loyalty
E-00148,2002-02-12,Emergency
E-00148,2002-03-11,Article 188
E-00148,2002-04-12,Flexible Personal Leave
E-00148,2002-05-01,Time off in Lieu
E-00148,2002-05-13,Fertility Support
E-00148,2002-05-16,Flexible Personal Leave
E-00148,2002-05-23,Study
E-00148,2002-06-14,Emergency
E-00148,2002-08-30,Other Special
E-00148,2002-09-26,Emergency
E-00148,2002-10-31,Emergency
E-00148,2002-11-29,Parental
E-00148,2002-12-24,Unpaid
E-00148,2002-12-26,Moving Day
E-00148,2003-01-24,Flexible Personal Leave
E-00148,2003-02-12,Dependants
E-00148,2003-03-06,Study
E-00148,2003-04-10,SEGRO Paid Paternity
E-00148,2003-05-01,SEGRO Paid Parental
E-00148,2003-05-23,Dependants
E-00148,2003-06-20,Article 188
E-00148,2003-07-17,Maternity
E-00148,2003-08-27,Sickness
E-00148,2003-10-17,Kit Day
E-00148,2003-10-30,Emergency
E-00148,2003-10-31,Other Special
E-00148,2003-11-11,Sickness
E-00148,2003-11-17,Time off in Lieu
E-00148,2003-11-25,Maternity
E-00148,2004-01-02,Maternity
E-00148,2004-01-09,Emergency
E-00148,2004-01-12,Time off in Lieu
E-00148,2004-01-14,Parental
E-00148,2004-01-16,Other Special
E-00148,2004-01-26,Ex-Festività
E-00148,2004-02-05,Emergency
E-00148,2004-02-11,Loyalty
E-00148,2004-02-17,SEGRO Paid Parental
E-00148,2004-02-24,Ex-Festività
E-00148,2004-03-24,Article 188
E-00148,2004-03-29,Paternity
E-00148,2004-04-14,Sickness
E-00148,2004-05-07,Dependants
E-00149,2007-04-04,Unpaid
E-00149,2007-04-11,Paternity
E-00149,2007-06-15,Maternity
E-00149,2007-06-18,Compassionate
E-00149,2007-07-27,Moving Day
E-00149,2007-07-31,Ex-Festività
E-00149,2007-08-07,Article 188
E-00149,2007-10-24,Paternity
E-00149,2007-11-26,Emergency
E-00149,2007-12-07,Moving Day
